Linked article,Linked article,Day,Sales quantity,Sales value gross,Sales value net,,
383309,Oaties 300g,25/11/2023,"19,156","10,535.80 GBP","10,535.80 GBP",,
383309,Oaties 300g,26/11/2023,"13,393","7,365.98 GBP","7,365.98 GBP",,
383309,Oaties 300g,27/11/2023,"18,429","10,135.95 GBP","10,135.95 GBP",,
383309,Oaties 300g,28/11/2023,"17,254","9,489.53 GBP","9,489.53 GBP",,
383309,Oaties 300g,29/11/2023,"16,153","8,883.98 GBP","8,883.98 GBP",,
383309,Oaties 300g,30/11/2023,"19,146","10,530.30 GBP","10,530.30 GBP",,
383309,Oaties 300g,01/12/2023,"19,914","10,952.70 GBP","10,952.70 GBP",,
383309,Oaties 300g,02/12/2023,"18,587","10,222.68 GBP","10,222.68 GBP",,
383309,Oaties 300g,03/12/2023,"12,570","6,913.33 GBP","6,913.33 GBP",,
383309,Oaties 300g,04/12/2023,"18,206","10,013.30 GBP","10,013.30 GBP",,
383309,Oaties 300g,05/12/2023,"16,055","8,830.25 GBP","8,830.25 GBP",,
383309,Oaties 300g,06/12/2023,"15,268","8,397.23 GBP","8,397.23 GBP",,
383309,Oaties 300g,07/12/2023,"16,900","9,295.00 GBP","9,295.00 GBP",,
383309,Oaties 300g,08/12/2023,"20,014","11,007.70 GBP","11,007.70 GBP",,
383309,Oaties 300g,09/12/2023,"17,932","9,862.60 GBP","9,862.60 GBP",,
383309,Oaties 300g,10/12/2023,"12,215","6,718.25 GBP","6,718.25 GBP",,
383309,Oaties 300g,11/12/2023,"17,164","9,440.20 GBP","9,440.20 GBP",,
383309,Oaties 300g,12/12/2023,"15,070","8,288.23 GBP","8,288.23 GBP",,
383309,Oaties 300g,13/12/2023,"14,588","8,023.40 GBP","8,023.40 GBP",,
383309,Oaties 300g,14/12/2023,"16,434","9,038.70 GBP","9,038.70 GBP",,
383309,Oaties 300g,15/12/2023,"18,129","9,970.95 GBP","9,970.95 GBP",,
383309,Oaties 300g,16/12/2023,"16,711","9,191.05 GBP","9,191.05 GBP",,
383309,Oaties 300g,17/12/2023,"11,318","6,224.90 GBP","6,224.90 GBP",,
383309,Oaties 300g,18/12/2023,"16,541","9,097.55 GBP","9,097.55 GBP",,
383309,Oaties 300g,19/12/2023,"15,362","8,448.82 GBP","8,448.82 GBP",,
383309,Oaties 300g,20/12/2023,"16,291","8,959.88 GBP","8,959.88 GBP",,
383309,Oaties 300g,21/12/2023,"18,852","10,368.18 GBP","10,368.18 GBP",,
383309,Oaties 300g,22/12/2023,"21,021","11,561.55 GBP","11,561.55 GBP",,
383309,Oaties 300g,23/12/2023,"15,690","8,629.50 GBP","8,629.50 GBP",,
383309,Oaties 300g,24/12/2023,"6,008","3,304.06 GBP","3,304.06 GBP",,
383309,Oaties 300g,27/12/2023,"6,711","3,691.05 GBP","3,691.05 GBP",,
383309,Oaties 300g,28/12/2023,"8,424","4,633.20 GBP","4,633.20 GBP",,
383309,Oaties 300g,29/12/2023,"10,123","5,567.65 GBP","5,567.65 GBP",,
383309,Oaties 300g,30/12/2023,"9,515","5,233.25 GBP","5,233.25 GBP",,
383309,Oaties 300g,31/12/2023,"6,094","3,351.70 GBP","3,351.70 GBP",,
383309,Oaties 300g,02/01/2024,"10,920","6,006.00 GBP","6,006.00 GBP",,
383309,Oaties 300g,03/01/2024,"10,906","5,998.30 GBP","5,998.30 GBP",,
383309,Oaties 300g,04/01/2024,"11,496","6,322.63 GBP","6,322.63 GBP",,
383309,Oaties 300g,05/01/2024,"13,871","7,629.05 GBP","7,629.05 GBP",,
383309,Oaties 300g,06/01/2024,"13,401","7,370.02 GBP","7,370.02 GBP",,
383309,Oaties 300g,07/01/2024,"9,000","4,950.00 GBP","4,950.00 GBP",,
383309,Oaties 300g,08/01/2024,"12,068","6,637.40 GBP","6,637.40 GBP",,
383309,Oaties 300g,09/01/2024,"11,958","6,576.90 GBP","6,576.90 GBP",,
383309,Oaties 300g,10/01/2024,"11,883","6,535.65 GBP","6,535.65 GBP",,
383309,Oaties 300g,11/01/2024,"13,825","7,603.75 GBP","7,603.75 GBP",,
383309,Oaties 300g,12/01/2024,"15,783","8,680.65 GBP","8,680.65 GBP",,
383309,Oaties 300g,13/01/2024,"16,274","8,950.70 GBP","8,950.70 GBP",,
383309,Oaties 300g,14/01/2024,"10,566","5,811.30 GBP","5,811.30 GBP",,
383309,Oaties 300g,15/01/2024,"14,360","7,898.00 GBP","7,898.00 GBP",,
383309,Oaties 300g,16/01/2024,"12,709","6,989.95 GBP","6,989.95 GBP",,
383309,Oaties 300g,17/01/2024,"12,523","6,887.65 GBP","6,887.65 GBP",,
383309,Oaties 300g,18/01/2024,"14,449","7,946.95 GBP","7,946.95 GBP",,
383309,Oaties 300g,19/01/2024,"17,172","9,444.43 GBP","9,444.43 GBP",,
383309,Oaties 300g,20/01/2024,"17,664","9,714.92 GBP","9,714.92 GBP",,
383309,Oaties 300g,21/01/2024,"10,933","6,013.15 GBP","6,013.15 GBP",,
383309,Oaties 300g,22/01/2024,"14,174","7,795.53 GBP","7,795.53 GBP",,
383309,Oaties 300g,23/01/2024,"12,679","6,973.45 GBP","6,973.45 GBP",,
383309,Oaties 300g,24/01/2024,"13,116","7,213.80 GBP","7,213.80 GBP",,
383309,Oaties 300g,25/01/2024,"15,594","8,576.70 GBP","8,576.70 GBP",,
383309,Oaties 300g,26/01/2024,"17,985","9,891.75 GBP","9,891.75 GBP",,
383309,Oaties 300g,27/01/2024,"17,556","9,655.52 GBP","9,655.52 GBP",,
383309,Oaties 300g,28/01/2024,"11,330","6,231.50 GBP","6,231.50 GBP",,
383309,Oaties 300g,29/01/2024,"14,837","8,160.07 GBP","8,160.07 GBP",,
383309,Oaties 300g,30/01/2024,"13,815","7,598.08 GBP","7,598.08 GBP",,
383309,Oaties 300g,31/01/2024,"13,583","7,470.65 GBP","7,470.65 GBP",,
383309,Oaties 300g,01/02/2024,"15,822","8,702.10 GBP","8,702.10 GBP",,
383309,Oaties 300g,02/02/2024,"17,635","9,699.25 GBP","9,699.25 GBP",,
383309,Oaties 300g,03/02/2024,"16,983","9,340.48 GBP","9,340.48 GBP",,
383309,Oaties 300g,04/02/2024,"11,078","6,092.62 GBP","6,092.62 GBP",,
383309,Oaties 300g,05/02/2024,"15,567","8,561.68 GBP","8,561.68 GBP",,
383309,Oaties 300g,06/02/2024,"13,581","7,469.55 GBP","7,469.55 GBP",,
383309,Oaties 300g,07/02/2024,"13,986","7,691.88 GBP","7,691.88 GBP",,
383309,Oaties 300g,08/02/2024,"14,374","7,905.70 GBP","7,905.70 GBP",,
383309,Oaties 300g,09/02/2024,"18,118","9,964.73 GBP","9,964.73 GBP",,
383309,Oaties 300g,10/02/2024,"17,179","9,448.03 GBP","9,448.03 GBP",,
383309,Oaties 300g,11/02/2024,"10,778","5,927.73 GBP","5,927.73 GBP",,
383309,Oaties 300g,12/02/2024,"14,837","8,160.18 GBP","8,160.18 GBP",,
383309,Oaties 300g,13/02/2024,"13,168","7,242.23 GBP","7,242.23 GBP",,
383309,Oaties 300g,14/02/2024,"12,033","6,618.15 GBP","6,618.15 GBP",,
383309,Oaties 300g,15/02/2024,"14,674","8,070.70 GBP","8,070.70 GBP",,
383309,Oaties 300g,16/02/2024,"16,767","9,221.85 GBP","9,221.85 GBP",,
383309,Oaties 300g,17/02/2024,"15,793","8,685.98 GBP","8,685.98 GBP",,
383309,Oaties 300g,18/02/2024,"10,589","5,823.95 GBP","5,823.95 GBP",,
383309,Oaties 300g,19/02/2024,"14,798","8,138.73 GBP","8,138.73 GBP",,
383309,Oaties 300g,20/02/2024,"12,929","7,110.78 GBP","7,110.78 GBP",,
383309,Oaties 300g,21/02/2024,"12,228","6,725.40 GBP","6,725.40 GBP",,
383309,Oaties 300g,22/02/2024,"14,085","7,746.75 GBP","7,746.75 GBP",,
383309,Oaties 300g,23/02/2024,"16,086","8,847.30 GBP","8,847.30 GBP",,
383309,Oaties 300g,24/02/2024,"16,660","9,163.00 GBP","9,163.00 GBP",,
383309,Oaties 300g,25/02/2024,"10,733","5,903.15 GBP","5,903.15 GBP",,
383309,Oaties 300g,26/02/2024,"15,009","8,254.95 GBP","8,254.95 GBP",,
383309,Oaties 300g,27/02/2024,"13,954","7,674.70 GBP","7,674.70 GBP",,
383309,Oaties 300g,28/02/2024,"13,548","7,451.28 GBP","7,451.28 GBP",,
383309,Oaties 300g,29/02/2024,"15,062","8,284.10 GBP","8,284.10 GBP",,
383309,Oaties 300g,01/03/2024,"17,270","9,498.50 GBP","9,498.50 GBP",,
383309,Oaties 300g,02/03/2024,"17,928","9,860.40 GBP","9,860.40 GBP",,
383309,Oaties 300g,03/03/2024,"11,099","6,104.45 GBP","6,104.45 GBP",,
383309,Oaties 300g,04/03/2024,"15,460","8,502.83 GBP","8,502.83 GBP",,
383309,Oaties 300g,05/03/2024,"13,757","7,566.07 GBP","7,566.07 GBP",,
383309,Oaties 300g,06/03/2024,"13,200","7,260.00 GBP","7,260.00 GBP",,
383309,Oaties 300g,07/03/2024,"15,524","8,538.03 GBP","8,538.03 GBP",,
383309,Oaties 300g,08/03/2024,"17,336","9,534.18 GBP","9,534.18 GBP",,
383309,Oaties 300g,09/03/2024,"15,963","8,779.65 GBP","8,779.65 GBP",,
383309,Oaties 300g,10/03/2024,"8,006","4,403.30 GBP","4,403.30 GBP",,
383309,Oaties 300g,11/03/2024,"13,920","7,655.83 GBP","7,655.83 GBP",,
383309,Oaties 300g,12/03/2024,"12,413","6,827.15 GBP","6,827.15 GBP",,
383309,Oaties 300g,13/03/2024,"11,928","6,560.23 GBP","6,560.23 GBP",,
383309,Oaties 300g,14/03/2024,"14,715","8,093.25 GBP","8,093.25 GBP",,
383309,Oaties 300g,15/03/2024,"16,861","9,272.96 GBP","9,272.96 GBP",,
383309,Oaties 300g,16/03/2024,"16,187","8,902.57 GBP","8,902.57 GBP",,
383309,Oaties 300g,17/03/2024,"10,320","5,675.83 GBP","5,675.83 GBP",,
383309,Oaties 300g,18/03/2024,"14,364","7,900.20 GBP","7,900.20 GBP",,
383309,Oaties 300g,19/03/2024,"12,785","7,031.75 GBP","7,031.75 GBP",,
383309,Oaties 300g,20/03/2024,"12,848","7,066.40 GBP","7,066.40 GBP",,
383309,Oaties 300g,21/03/2024,"15,146","8,330.30 GBP","8,330.30 GBP",,
383309,Oaties 300g,22/03/2024,"16,805","9,242.16 GBP","9,242.16 GBP",,
383309,Oaties 300g,23/03/2024,"16,093","8,851.15 GBP","8,851.15 GBP",,
383309,Oaties 300g,24/03/2024,"9,848","5,416.40 GBP","5,416.40 GBP",,
383309,Oaties 300g,25/03/2024,"15,338","8,435.90 GBP","8,435.90 GBP",,
383309,Oaties 300g,26/03/2024,"13,390","7,364.22 GBP","7,364.22 GBP",,
383309,Oaties 300g,27/03/2024,"14,034","7,718.70 GBP","7,718.70 GBP",,
383309,Oaties 300g,28/03/2024,"18,932","10,412.43 GBP","10,412.43 GBP",,
383309,Oaties 300g,29/03/2024,"16,553","9,104.15 GBP","9,104.15 GBP",,
383309,Oaties 300g,30/03/2024,"14,363","7,899.48 GBP","7,899.48 GBP",,
383309,Oaties 300g,31/03/2024,430,236.50 GBP,236.50 GBP,,
383309,Oaties 300g,01/04/2024,"11,170","6,143.33 GBP","6,143.33 GBP",,
383309,Oaties 300g,02/04/2024,"13,599","7,479.45 GBP","7,479.45 GBP",,
383309,Oaties 300g,03/04/2024,"12,661","6,963.51 GBP","6,963.51 GBP",,
383309,Oaties 300g,04/04/2024,"14,250","7,837.16 GBP","7,837.16 GBP",,
383309,Oaties 300g,05/04/2024,"15,431","8,487.05 GBP","8,487.05 GBP",,
383309,Oaties 300g,06/04/2024,"14,247","7,835.68 GBP","7,835.68 GBP",,
383309,Oaties 300g,07/04/2024,"8,552","4,703.60 GBP","4,703.60 GBP",,
383309,Oaties 300g,08/04/2024,"12,913","7,102.15 GBP","7,102.15 GBP",,
383309,Oaties 300g,09/04/2024,"11,664","6,415.20 GBP","6,415.20 GBP",,
383309,Oaties 300g,10/04/2024,"11,555","6,355.08 GBP","6,355.08 GBP",,
383309,Oaties 300g,11/04/2024,"13,708","7,527.05 GBP","7,527.05 GBP",,
383309,Oaties 300g,12/04/2024,"14,827","8,154.85 GBP","8,154.85 GBP",,
383309,Oaties 300g,13/04/2024,"14,014","7,707.70 GBP","7,707.70 GBP",,
383309,Oaties 300g,14/04/2024,"9,041","4,972.55 GBP","4,972.55 GBP",,
383309,Oaties 300g,15/04/2024,"14,457","7,951.35 GBP","7,951.35 GBP",,
383309,Oaties 300g,16/04/2024,"12,465","6,855.75 GBP","6,855.75 GBP",,
383309,Oaties 300g,17/04/2024,"11,983","6,590.65 GBP","6,590.65 GBP",,
383309,Oaties 300g,18/04/2024,"14,301","7,865.10 GBP","7,865.10 GBP",,
383309,Oaties 300g,19/04/2024,"16,046","8,825.13 GBP","8,825.13 GBP",,
383309,Oaties 300g,20/04/2024,"14,326","7,879.13 GBP","7,879.13 GBP",,
383309,Oaties 300g,21/04/2024,"9,108","5,009.40 GBP","5,009.40 GBP",,
383309,Oaties 300g,22/04/2024,"14,140","7,777.00 GBP","7,777.00 GBP",,
383309,Oaties 300g,23/04/2024,"12,021","6,611.21 GBP","6,611.21 GBP",,
383309,Oaties 300g,24/04/2024,"11,615","6,388.25 GBP","6,388.25 GBP",,
383309,Oaties 300g,25/04/2024,"14,504","7,977.03 GBP","7,977.03 GBP",,
383309,Oaties 300g,26/04/2024,"16,426","9,034.13 GBP","9,034.13 GBP",,
383309,Oaties 300g,27/04/2024,"15,243","8,383.65 GBP","8,383.65 GBP",,
383309,Oaties 300g,28/04/2024,"9,481","5,214.55 GBP","5,214.55 GBP",,
383309,Oaties 300g,29/04/2024,"13,762","7,568.65 GBP","7,568.65 GBP",,
383309,Oaties 300g,30/04/2024,"12,386","6,812.13 GBP","6,812.13 GBP",,
383309,Oaties 300g,01/05/2024,"12,163","6,689.65 GBP","6,689.65 GBP",,
383309,Oaties 300g,02/05/2024,"14,447","7,945.85 GBP","7,945.85 GBP",,
383309,Oaties 300g,03/05/2024,"16,016","8,808.63 GBP","8,808.63 GBP",,
383309,Oaties 300g,04/05/2024,"14,003","7,701.65 GBP","7,701.65 GBP",,
383309,Oaties 300g,05/05/2024,"7,260","3,993.00 GBP","3,993.00 GBP",,
383309,Oaties 300g,06/05/2024,"10,563","5,809.65 GBP","5,809.65 GBP",,
383309,Oaties 300g,07/05/2024,"13,483","7,415.65 GBP","7,415.65 GBP",,
383309,Oaties 300g,08/05/2024,"11,624","6,393.20 GBP","6,393.20 GBP",,
383309,Oaties 300g,09/05/2024,"13,044","7,173.65 GBP","7,173.65 GBP",,
383309,Oaties 300g,10/05/2024,"14,478","7,961.19 GBP","7,961.19 GBP",,
383309,Oaties 300g,11/05/2024,"12,462","6,853.66 GBP","6,853.66 GBP",,
383309,Oaties 300g,12/05/2024,"7,926","4,359.13 GBP","4,359.13 GBP",,
383309,Oaties 300g,13/05/2024,"13,194","7,256.70 GBP","7,256.70 GBP",,
383309,Oaties 300g,14/05/2024,"11,980","6,589.00 GBP","6,589.00 GBP",,
383309,Oaties 300g,15/05/2024,"11,241","6,182.21 GBP","6,182.21 GBP",,
383309,Oaties 300g,16/05/2024,"13,017","7,159.35 GBP","7,159.35 GBP",,
383309,Oaties 300g,17/05/2024,"13,876","7,631.29 GBP","7,631.29 GBP",,
383309,Oaties 300g,18/05/2024,"13,137","7,225.35 GBP","7,225.35 GBP",,
383309,Oaties 300g,19/05/2024,"7,602","4,181.10 GBP","4,181.10 GBP",,
383309,Oaties 300g,20/05/2024,"12,429","6,835.95 GBP","6,835.95 GBP",,
383309,Oaties 300g,21/05/2024,"11,524","6,338.20 GBP","6,338.20 GBP",,
383309,Oaties 300g,22/05/2024,"11,503","6,326.65 GBP","6,326.65 GBP",,
383309,Oaties 300g,23/05/2024,"13,616","7,488.80 GBP","7,488.80 GBP",,
383309,Oaties 300g,24/05/2024,"15,350","8,442.16 GBP","8,442.16 GBP",,
383309,Oaties 300g,25/05/2024,"12,871","7,077.09 GBP","7,077.09 GBP",,
383309,Oaties 300g,26/05/2024,"7,934","4,363.70 GBP","4,363.70 GBP",,
383309,Oaties 300g,27/05/2024,"10,630","5,846.50 GBP","5,846.50 GBP",,
383309,Oaties 300g,28/05/2024,"13,507","7,428.68 GBP","7,428.68 GBP",,
383309,Oaties 300g,29/05/2024,"11,387","6,262.85 GBP","6,262.85 GBP",,
383309,Oaties 300g,30/05/2024,"13,175","7,246.25 GBP","7,246.25 GBP",,
383309,Oaties 300g,31/05/2024,"14,550","8,000.39 GBP","8,000.39 GBP",,
383309,Oaties 300g,01/06/2024,"13,895","7,642.25 GBP","7,642.25 GBP",,
383309,Oaties 300g,02/06/2024,"7,872","4,329.60 GBP","4,329.60 GBP",,
383309,Oaties 300g,03/06/2024,"13,109","7,209.95 GBP","7,209.95 GBP",,
383309,Oaties 300g,04/06/2024,"11,903","6,546.65 GBP","6,546.65 GBP",,
383309,Oaties 300g,05/06/2024,"11,296","6,212.63 GBP","6,212.63 GBP",,
383309,Oaties 300g,06/06/2024,"13,146","7,230.30 GBP","7,230.30 GBP",,
383309,Oaties 300g,07/06/2024,"14,435","7,938.83 GBP","7,938.83 GBP",,
383309,Oaties 300g,08/06/2024,"13,279","7,303.45 GBP","7,303.45 GBP",,
383309,Oaties 300g,09/06/2024,"8,530","4,691.50 GBP","4,691.50 GBP",,
383309,Oaties 300g,10/06/2024,"13,416","7,378.80 GBP","7,378.80 GBP",,
383309,Oaties 300g,11/06/2024,"11,530","6,341.50 GBP","6,341.50 GBP",,
383309,Oaties 300g,12/06/2024,"11,090","6,099.50 GBP","6,099.50 GBP",,
383309,Oaties 300g,13/06/2024,"12,989","7,143.95 GBP","7,143.95 GBP",,
383309,Oaties 300g,14/06/2024,"15,002","8,251.10 GBP","8,251.10 GBP",,
383309,Oaties 300g,15/06/2024,"13,948","7,671.40 GBP","7,671.40 GBP",,
383309,Oaties 300g,16/06/2024,"7,277","3,991.15 GBP","3,991.15 GBP",,
383309,Oaties 300g,17/06/2024,"11,539","6,346.11 GBP","6,346.11 GBP",,
383309,Oaties 300g,18/06/2024,"10,637","5,850.35 GBP","5,850.35 GBP",,
383309,Oaties 300g,19/06/2024,"10,241","5,632.55 GBP","5,632.55 GBP",,
383309,Oaties 300g,20/06/2024,"11,757","6,465.93 GBP","6,465.93 GBP",,
383309,Oaties 300g,21/06/2024,"13,466","7,406.30 GBP","7,406.30 GBP",,
383309,Oaties 300g,22/06/2024,"12,393","6,816.15 GBP","6,816.15 GBP",,
383309,Oaties 300g,23/06/2024,"7,427","4,084.51 GBP","4,084.51 GBP",,
383309,Oaties 300g,24/06/2024,"11,501","6,325.55 GBP","6,325.55 GBP",,
383309,Oaties 300g,25/06/2024,"9,920","5,455.83 GBP","5,455.83 GBP",,
383309,Oaties 300g,26/06/2024,"9,710","5,340.50 GBP","5,340.50 GBP",,
383309,Oaties 300g,27/06/2024,"11,626","6,394.30 GBP","6,394.30 GBP",,
383309,Oaties 300g,28/06/2024,"13,691","7,529.88 GBP","7,529.88 GBP",,
383309,Oaties 300g,29/06/2024,"12,184","6,701.03 GBP","6,701.03 GBP",,
383309,Oaties 300g,30/06/2024,"8,236","4,529.52 GBP","4,529.52 GBP",,
383309,Oaties 300g,01/07/2024,"12,423","6,832.65 GBP","6,832.65 GBP",,
383309,Oaties 300g,02/07/2024,"11,069","6,087.95 GBP","6,087.95 GBP",,
383309,Oaties 300g,03/07/2024,"11,103","6,106.65 GBP","6,106.65 GBP",,
383309,Oaties 300g,04/07/2024,"12,939","7,116.45 GBP","7,116.45 GBP",,
383309,Oaties 300g,05/07/2024,"12,829","7,055.95 GBP","7,055.95 GBP",,
383309,Oaties 300g,06/07/2024,"12,489","6,868.95 GBP","6,868.95 GBP",,
383309,Oaties 300g,07/07/2024,"7,998","4,398.90 GBP","4,398.90 GBP",,
383309,Oaties 300g,08/07/2024,"11,858","6,521.90 GBP","6,521.90 GBP",,
383309,Oaties 300g,09/07/2024,"10,383","5,710.65 GBP","5,710.65 GBP",,
383309,Oaties 300g,10/07/2024,"10,219","5,620.45 GBP","5,620.45 GBP",,
383309,Oaties 300g,11/07/2024,"11,767","6,471.85 GBP","6,471.85 GBP",,
383309,Oaties 300g,12/07/2024,"13,134","7,223.70 GBP","7,223.70 GBP",,
383309,Oaties 300g,13/07/2024,"12,000","6,600.00 GBP","6,600.00 GBP",,
383309,Oaties 300g,14/07/2024,"7,353","4,044.15 GBP","4,044.15 GBP",,
383309,Oaties 300g,15/07/2024,"11,084","6,096.20 GBP","6,096.20 GBP",,
383309,Oaties 300g,16/07/2024,"10,875","5,981.08 GBP","5,981.08 GBP",,
383309,Oaties 300g,17/07/2024,"9,477","5,211.93 GBP","5,211.93 GBP",,
383309,Oaties 300g,18/07/2024,"11,416","6,278.80 GBP","6,278.80 GBP",,
383309,Oaties 300g,19/07/2024,"11,719","6,445.45 GBP","6,445.45 GBP",,
383309,Oaties 300g,20/07/2024,"11,840","6,501.92 GBP","6,501.92 GBP",,
383309,Oaties 300g,21/07/2024,"7,052","3,878.43 GBP","3,878.43 GBP",,
383309,Oaties 300g,22/07/2024,"11,626","6,394.30 GBP","6,394.30 GBP",,
383309,Oaties 300g,23/07/2024,"9,832","5,407.60 GBP","5,407.60 GBP",,
383309,Oaties 300g,24/07/2024,"9,843","5,413.65 GBP","5,413.65 GBP",,
383309,Oaties 300g,25/07/2024,"11,967","6,581.57 GBP","6,581.57 GBP",,
383309,Oaties 300g,26/07/2024,"12,849","7,066.78 GBP","7,066.78 GBP",,
383309,Oaties 300g,27/07/2024,"11,523","6,337.48 GBP","6,337.48 GBP",,
383309,Oaties 300g,28/07/2024,"6,611","3,636.05 GBP","3,636.05 GBP",,
383309,Oaties 300g,29/07/2024,"11,002","6,050.82 GBP","6,050.82 GBP",,
383309,Oaties 300g,30/07/2024,"9,533","5,242.87 GBP","5,242.87 GBP",,
383309,Oaties 300g,31/07/2024,"9,926","5,459.30 GBP","5,459.30 GBP",,
383309,Oaties 300g,01/08/2024,"11,806","6,493.30 GBP","6,493.30 GBP",,
383309,Oaties 300g,02/08/2024,"12,320","6,776.00 GBP","6,776.00 GBP",,
383309,Oaties 300g,03/08/2024,"11,489","6,318.95 GBP","6,318.95 GBP",,
383309,Oaties 300g,04/08/2024,"7,241","3,982.55 GBP","3,982.55 GBP",,
383309,Oaties 300g,05/08/2024,"11,515","6,333.25 GBP","6,333.25 GBP",,
383309,Oaties 300g,06/08/2024,"10,361","5,698.55 GBP","5,698.55 GBP",,
383309,Oaties 300g,07/08/2024,"9,902","5,445.59 GBP","5,445.59 GBP",,
383309,Oaties 300g,08/08/2024,"12,004","6,601.75 GBP","6,601.75 GBP",,
383309,Oaties 300g,09/08/2024,"12,629","6,945.95 GBP","6,945.95 GBP",,
383309,Oaties 300g,10/08/2024,"11,532","6,342.60 GBP","6,342.60 GBP",,
383309,Oaties 300g,11/08/2024,"6,536","3,594.46 GBP","3,594.46 GBP",,
383309,Oaties 300g,12/08/2024,"11,426","6,284.30 GBP","6,284.30 GBP",,
383309,Oaties 300g,13/08/2024,"9,999","5,499.45 GBP","5,499.45 GBP",,
383309,Oaties 300g,14/08/2024,"9,681","5,324.10 GBP","5,324.10 GBP",,
383309,Oaties 300g,15/08/2024,"13,464","7,405.20 GBP","7,405.20 GBP",,
383309,Oaties 300g,16/08/2024,"12,681","6,974.55 GBP","6,974.55 GBP",,
383309,Oaties 300g,17/08/2024,"11,275","6,201.25 GBP","6,201.25 GBP",,
383309,Oaties 300g,18/08/2024,"6,932","3,812.60 GBP","3,812.60 GBP",,
383309,Oaties 300g,19/08/2024,"11,881","6,534.55 GBP","6,534.55 GBP",,
383309,Oaties 300g,20/08/2024,"10,418","5,729.90 GBP","5,729.90 GBP",,
383309,Oaties 300g,21/08/2024,"10,282","5,654.93 GBP","5,654.93 GBP",,
383309,Oaties 300g,22/08/2024,"12,162","6,689.10 GBP","6,689.10 GBP",,
383309,Oaties 300g,23/08/2024,"13,295","7,312.25 GBP","7,312.25 GBP",,
383309,Oaties 300g,24/08/2024,"11,758","6,466.73 GBP","6,466.73 GBP",,
383309,Oaties 300g,25/08/2024,"6,850","3,767.50 GBP","3,767.50 GBP",,
383309,Oaties 300g,26/08/2024,"9,325","5,128.75 GBP","5,128.75 GBP",,
383309,Oaties 300g,27/08/2024,"11,826","6,504.30 GBP","6,504.30 GBP",,
383309,Oaties 300g,28/08/2024,"10,569","5,812.95 GBP","5,812.95 GBP",,
383309,Oaties 300g,29/08/2024,"11,662","6,414.10 GBP","6,414.10 GBP",,
383309,Oaties 300g,30/08/2024,"12,740","7,007.00 GBP","7,007.00 GBP",,
383309,Oaties 300g,31/08/2024,"11,484","6,316.03 GBP","6,316.03 GBP",,
383309,Oaties 300g,01/09/2024,"7,327","4,029.85 GBP","4,029.85 GBP",,
383309,Oaties 300g,02/09/2024,"10,921","6,006.55 GBP","6,006.55 GBP",,
383309,Oaties 300g,03/09/2024,"9,565","5,260.75 GBP","5,260.75 GBP",,
383309,Oaties 300g,04/09/2024,"9,160","5,038.00 GBP","5,038.00 GBP",,
383309,Oaties 300g,05/09/2024,"10,659","5,862.28 GBP","5,862.28 GBP",,
383309,Oaties 300g,06/09/2024,"12,541","6,897.55 GBP","6,897.55 GBP",,
383309,Oaties 300g,07/09/2024,"12,257","6,741.35 GBP","6,741.35 GBP",,
383309,Oaties 300g,08/09/2024,"8,059","4,432.45 GBP","4,432.45 GBP",,
383309,Oaties 300g,09/09/2024,"11,947","6,570.68 GBP","6,570.68 GBP",,
383309,Oaties 300g,10/09/2024,"10,436","5,739.80 GBP","5,739.80 GBP",,
383309,Oaties 300g,11/09/2024,"10,564","5,810.20 GBP","5,810.20 GBP",,
383309,Oaties 300g,12/09/2024,"11,984","6,590.78 GBP","6,590.78 GBP",,
383309,Oaties 300g,13/09/2024,"13,535","7,444.25 GBP","7,444.25 GBP",,
383309,Oaties 300g,14/09/2024,"12,501","6,875.55 GBP","6,875.55 GBP",,
383309,Oaties 300g,15/09/2024,"8,372","4,604.60 GBP","4,604.60 GBP",,
383309,Oaties 300g,16/09/2024,"11,923","6,557.65 GBP","6,557.65 GBP",,
383309,Oaties 300g,17/09/2024,"10,002","5,501.10 GBP","5,501.10 GBP",,
383309,Oaties 300g,18/09/2024,"10,043","5,523.48 GBP","5,523.48 GBP",,
383309,Oaties 300g,19/09/2024,"11,807","6,493.85 GBP","6,493.85 GBP",,
383309,Oaties 300g,20/09/2024,"13,706","7,537.71 GBP","7,537.71 GBP",,
383309,Oaties 300g,21/09/2024,"12,360","6,798.00 GBP","6,798.00 GBP",,
383309,Oaties 300g,22/09/2024,"8,315","4,573.25 GBP","4,573.25 GBP",,
383309,Oaties 300g,23/09/2024,"11,995","6,597.25 GBP","6,597.25 GBP",,
383309,Oaties 300g,24/09/2024,"10,960","6,027.55 GBP","6,027.55 GBP",,
383309,Oaties 300g,25/09/2024,"10,309","5,669.95 GBP","5,669.95 GBP",,
383309,Oaties 300g,26/09/2024,"11,874","6,530.70 GBP","6,530.70 GBP",,
383309,Oaties 300g,27/09/2024,"14,227","7,824.63 GBP","7,824.63 GBP",,
383309,Oaties 300g,28/09/2024,"12,912","7,101.41 GBP","7,101.41 GBP",,
383309,Oaties 300g,29/09/2024,"8,649","4,756.85 GBP","4,756.85 GBP",,
383309,Oaties 300g,30/09/2024,"12,509","6,879.95 GBP","6,879.95 GBP",,
383309,Oaties 300g,01/10/2024,"11,037","6,070.35 GBP","6,070.35 GBP",,
383309,Oaties 300g,02/10/2024,"10,816","5,948.80 GBP","5,948.80 GBP",,
